"","scntfcN","dcmlLtt","dcmlLng","class","order","stratgy","temp_mean","temp_var","temp_autocor","ppt_mean","ppt_var","ppt_autocor","prop_drought","ECO_NAME","BIOME","ECO_ID","ECO_SYM","biome_name"
"6124","Danthonia unispicata (Thurb.) Munro ex Macoun",39.531667,-121.227778,"Liliopsida","Poales","dimorphic",13.8918542861939,0.741586953313886,0.543510372138316,1667.59537413062,306934.795913973,-0.00051264095459248,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"6125","Danthonia unispicata (Thurb.) Munro ex Macoun",39.921667,-120.430833,"Liliopsida","Poales","dimorphic",7.14317593923429,0.545085809059415,0.40383734213561,594.68748064739,48230.9855565627,-0.000288897621772337,0.4,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"6126","Danthonia unispicata (Thurb.) Munro ex Macoun",39.649639,-120.460255,"Liliopsida","Poales","dimorphic",8.10198817602018,0.526459290350967,0.327825572985504,746.373486774724,75979.1804098832,-0.000364088525491654,0.175,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"6127","Danthonia unispicata (Thurb.) Munro ex Macoun",40.865278,-109.481111,"Liliopsida","Poales","dimorphic",6.14250269168761,0.732548540703547,0.328596573817819,360.488983898628,4543.26561052607,0.00178553684918351,1.05,"Wasatch and Uinta montane forests",5,50530,71,"Temperate Conifer Forests"
"6128","Danthonia unispicata (Thurb.) Munro ex Macoun",41.21918,-121.229226,"Liliopsida","Poales","dimorphic",9.48484669662103,0.553414509891304,0.451853847142144,546.406947810475,20776.677965669,-0.000164817545772964,0.425,"Eastern Cascades forests",5,50512,89,"Temperate Conifer Forests"
"6129","Danthonia unispicata (Thurb.) Munro ex Macoun",40.8653,-109.4814,"Liliopsida","Poales","dimorphic",6.14250269168761,0.732548540703547,0.328596573817819,360.488983898628,4543.26561052607,0.00178553684918351,1.05,"Wasatch and Uinta montane forests",5,50530,71,"Temperate Conifer Forests"
"6130","Danthonia unispicata (Thurb.) Munro ex Macoun",41.2172,-121.2275,"Liliopsida","Poales","dimorphic",8.9142612829441,0.457531986662254,0.27866840433457,521.233586753287,19248.7245967476,-8.26787720197134e-05,0.5,"Eastern Cascades forests",5,50512,89,"Temperate Conifer Forests"
"6131","Danthonia unispicata (Thurb.) Munro ex Macoun",40.61787,-108.857696,"Liliopsida","Poales","dimorphic",6.33301004549352,0.550575372097312,0.165073995337028,397.736665679187,6394.05404040225,0.00143986591193898,0.975,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6132","Danthonia unispicata (Thurb.) Munro ex Macoun",40.606322,-108.85999,"Liliopsida","Poales","dimorphic",6.33301004549352,0.550575372097312,0.165073995337028,397.736665679187,6394.05404040225,0.00143986591193898,0.975,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6133","Danthonia unispicata (Thurb.) Munro ex Macoun",40.641124,-108.896975,"Liliopsida","Poales","dimorphic",7.13043442005064,0.577132096815059,0.187100484320461,346.987547711628,5105.39156018601,0.00230467582846519,1.05,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6134","Danthonia unispicata (Thurb.) Munro ex Macoun",40.635742,-108.89466,"Liliopsida","Poales","dimorphic",6.33301004549352,0.550575372097312,0.165073995337028,397.736665679187,6394.05404040225,0.00143986591193898,0.975,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6135","Danthonia unispicata (Thurb.) Munro ex Macoun",40.607208,-108.876451,"Liliopsida","Poales","dimorphic",6.33301004549352,0.550575372097312,0.165073995337028,397.736665679187,6394.05404040225,0.00143986591193898,0.975,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6136","Danthonia unispicata (Thurb.) Munro ex Macoun",40.63,-108.9,"Liliopsida","Poales","dimorphic",7.13043442005064,0.577132096815059,0.187100484320461,346.987547711628,5105.39156018601,0.00230467582846519,1.05,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6137","Danthonia unispicata (Thurb.) Munro ex Macoun",40.64,-108.9,"Liliopsida","Poales","dimorphic",7.13043442005064,0.577132096815059,0.187100484320461,346.987547711628,5105.39156018601,0.00230467582846519,1.05,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6138","Danthonia unispicata (Thurb.) Munro ex Macoun",47.1056,-108.5794,"Liliopsida","Poales","dimorphic",7.83732955048724,1.02224420975412,0.0525850918436301,326.048828497166,6265.1449077106,-0.000894662384234978,1.05,"Northern short grasslands",8,50811,84,"Temperate Grasslands, Savannas & Shrublands"
"6139","Danthonia unispicata (Thurb.) Munro ex Macoun",33,-116.55,"Liliopsida","Poales","dimorphic",12.8442468643188,0.697249821676727,0.469933498118709,667.842489102992,71118.0479022015,-0.000547136824719513,0.275,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"6140","Danthonia unispicata (Thurb.) Munro ex Macoun",32.99127,-116.58694,"Liliopsida","Poales","dimorphic",12.2092272828265,0.700787992411344,0.482761127399137,769.021127840368,97934.484280784,-0.000552517889192078,0.2,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"6141","Danthonia unispicata (Thurb.) Munro ex Macoun",42.4525716,-107.5517609,"Liliopsida","Poales","dimorphic",6.94133931834523,0.538080315799217,0.0210342284127119,261.233289392983,4515.26661517873,0.000235858901822379,1.075,"Wyoming Basin shrub steppe",13,51313,92,"Deserts & Xeric Shrublands"
"6142","Danthonia unispicata (Thurb.) Munro ex Macoun",48.88333,-118.76667,"Liliopsida","Poales","dimorphic",6.30868080185681,0.596613768198188,0.276164407349328,455.582439143483,6445.64104450226,0.00127209279399544,0.725,"Okanagan dry forests",5,50522,68,"Temperate Conifer Forests"
"6143","Danthonia unispicata (Thurb.) Munro ex Macoun",42.3082324,-113.6575236,"Liliopsida","Poales","dimorphic",5.21555144612382,0.583848152806517,0.328109023518134,805.884548280297,27148.0631063079,-0.000246621599244157,0.025,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6144","Danthonia unispicata (Thurb.) Munro ex Macoun",42.3084,-113.6569,"Liliopsida","Poales","dimorphic",5.21555144612382,0.583848152806517,0.328109023518134,805.884548280297,27148.0631063079,-0.000246621599244157,0.025,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6145","Danthonia unispicata (Thurb.) Munro ex Macoun",41.51,-121.036389,"Liliopsida","Poales","dimorphic",8.80455887026903,0.513389404231781,0.357066839916993,466.964232281941,16452.7996229898,0.000149259081337266,0.7,"Eastern Cascades forests",5,50512,89,"Temperate Conifer Forests"
"6146","Danthonia unispicata (Thurb.) Munro ex Macoun",42.858333,-107.493056,"Liliopsida","Poales","dimorphic",6.18075634793537,0.687245282414325,0.0567792381763415,234.414706718631,3684.19638687364,0.000191903057421914,1.075,"Wyoming Basin shrub steppe",13,51313,92,"Deserts & Xeric Shrublands"
"6147","Danthonia unispicata (Thurb.) Munro ex Macoun",46.380363,-116.614058,"Liliopsida","Poales","dimorphic",9.18293943637755,0.445542216192726,0.0610394389401503,587.980608684261,7221.20089940663,0.00160264530417904,0.2,"Palouse grasslands",8,50813,78,"Temperate Grasslands, Savannas & Shrublands"
"6148","Danthonia unispicata (Thurb.) Munro ex Macoun",42.7439679,-107.6303663,"Liliopsida","Poales","dimorphic",5.92633927740702,0.667944118238983,0.0888423718090298,242.28334101235,3632.58751090866,0.000233563481302249,1.075,"Wyoming Basin shrub steppe",13,51313,92,"Deserts & Xeric Shrublands"
"6149","Danthonia unispicata (Thurb.) Munro ex Macoun",46.376653,-116.886155,"Liliopsida","Poales","dimorphic",11.3669175869081,0.571973346425946,0.149773793604009,451.111975693121,4702.69359371336,0.00239653318454086,0.825,"Palouse grasslands",8,50813,78,"Temperate Grasslands, Savannas & Shrublands"
"6150","Danthonia unispicata (Thurb.) Munro ex Macoun",44.9502342,-109.9218575,"Liliopsida","Poales","dimorphic",-0.651363443719541,0.703588449174179,0.33991206292643,1240.87230403249,28322.3282041464,-0.000297365286501163,0.025,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"6151","Danthonia unispicata (Thurb.) Munro ex Macoun",42.063889,-123.656389,"Liliopsida","Poales","dimorphic",11.7959761038059,0.300454985471978,0.259563273875549,1617.04216040635,212762.052078923,-0.000486679058359072,0.025,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"6152","Danthonia unispicata (Thurb.) Munro ex Macoun",42.6124034,-116.9713138,"Liliopsida","Poales","dimorphic",7.61260036142861,0.681403919719893,0.279742889650104,413.104120021913,7301.47226177262,0.000273559957022601,0.85,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"6153","Danthonia unispicata (Thurb.) Munro ex Macoun",42.6126,-116.9706,"Liliopsida","Poales","dimorphic",7.61260036142861,0.681403919719893,0.279742889650104,413.104120021913,7301.47226177262,0.000273559957022601,0.85,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"6154","Danthonia unispicata (Thurb.) Munro ex Macoun",41.64,-116.1533,"Liliopsida","Poales","dimorphic",6.72925396663387,0.533532411066744,0.285295453335717,433.633547154868,6408.44805715603,0.00116477640408295,0.775,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6155","Danthonia unispicata (Thurb.) Munro ex Macoun",41.63,-116.13,"Liliopsida","Poales","dimorphic",7.35634422302246,0.608759204524665,0.33262400916548,355.348793960199,5152.76771367626,0.00196778539949096,1.05,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6156","Danthonia unispicata (Thurb.) Munro ex Macoun",44.583889,-104.826389,"Liliopsida","Poales","dimorphic",7.07674659170755,0.839310625115661,0.089531734354265,434.864003251239,10853.6712512393,-0.000690600368425289,0.8,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"6157","Danthonia unispicata (Thurb.) Munro ex Macoun",41.6255,-116.1341,"Liliopsida","Poales","dimorphic",7.35634422302246,0.608759204524665,0.33262400916548,355.348793960199,5152.76771367626,0.00196778539949096,1.05,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6158","Danthonia unispicata (Thurb.) Munro ex Macoun",41.6255,-116.1341,"Liliopsida","Poales","dimorphic",7.35634422302246,0.608759204524665,0.33262400916548,355.348793960199,5152.76771367626,0.00196778539949096,1.05,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6159","Danthonia unispicata (Thurb.) Munro ex Macoun",39.636111,-121.455833,"Liliopsida","Poales","dimorphic",16.1368932956602,0.588214515539657,0.608992602023834,1342.78910343822,190608.6394078,-0.000518556269436601,0.05,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"6160","Danthonia unispicata (Thurb.) Munro ex Macoun",40.040556,-121.606667,"Liliopsida","Poales","dimorphic",12.8508396148682,1.28123084773244,0.721990523482598,1503.73144903416,272754.515332235,-0.000513524493077867,0.05,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"6161","Danthonia unispicata (Thurb.) Munro ex Macoun",40.5726,-109.7382,"Liliopsida","Poales","dimorphic",5.27789778244205,0.626789294060372,0.275557028842089,446.579388130002,6033.59321631159,0.000947105371597634,0.775,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6162","Danthonia unispicata (Thurb.) Munro ex Macoun",45.4056,-116.9819,"Liliopsida","Poales","dimorphic",6.86496856735974,0.538478303191926,0.259682553207309,463.444603152391,5582.38731533952,0.000754548475321822,0.675,"Palouse grasslands",8,50813,78,"Temperate Grasslands, Savannas & Shrublands"
"6163","Danthonia unispicata (Thurb.) Munro ex Macoun",40.69,-107.49,"Liliopsida","Poales","dimorphic",5.94496610688,0.612410796343023,0.0968864007542503,463.671231897866,6080.04162213426,0.0020369582063802,0.675,"Wyoming Basin shrub steppe",13,51313,92,"Deserts & Xeric Shrublands"
"6164","Danthonia unispicata (Thurb.) Munro ex Macoun",40.7446,-109.2983,"Liliopsida","Poales","dimorphic",5.03679047561273,0.617340351229675,0.168302900612639,423.112053847894,5451.28588702859,0.00125420039112625,0.925,"Colorado Plateau shrublands",13,51304,107,"Deserts & Xeric Shrublands"
"6165","Danthonia unispicata (Thurb.) Munro ex Macoun",42.1061344,-113.7159225,"Liliopsida","Poales","dimorphic",5.49979778033931,0.562305866626693,0.263335455112133,573.371523973418,13112.878021042,0.000247968312127244,0.325,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6166","Danthonia unispicata (Thurb.) Munro ex Macoun",40.744323,-109.468061,"Liliopsida","Poales","dimorphic",3.07935134085213,0.566117967886634,0.248823638808746,580.031552198456,8065.20322116831,0.000355569370099953,0.225,"Wasatch and Uinta montane forests",5,50530,71,"Temperate Conifer Forests"
"6167","Danthonia unispicata (Thurb.) Munro ex Macoun",39.923611,-120.199444,"Liliopsida","Poales","dimorphic",8.46186858851735,0.6289002234996,0.443679050131388,425.827508321623,29984.7715566262,-0.000144156849804125,0.825,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"6168","Danthonia unispicata (Thurb.) Munro ex Macoun",39.9167,-120.1833,"Liliopsida","Poales","dimorphic",8.22079785277204,0.771459257873705,0.527752231955944,449.614319964153,33491.6256011152,-0.000194417167944764,0.725,"Sierra Nevada forests",5,50527,70,"Temperate Conifer Forests"
"6169","Danthonia unispicata (Thurb.) Munro ex Macoun",40.91,-109.03,"Liliopsida","Poales","dimorphic",6.03408562264791,0.524915196045504,0.123863814786531,335.129143691644,4608.81432957257,0.00250875296358984,1.05,"Wyoming Basin shrub steppe",13,51313,92,"Deserts & Xeric Shrublands"
"6170","Danthonia unispicata (Thurb.) Munro ex Macoun",39.730833,-122.868056,"Liliopsida","Poales","dimorphic",8.58715642370829,0.651259329966688,0.496955149606448,1384.40240255216,230207.199707145,-0.000516747325958325,0.05,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"6171","Danthonia unispicata (Thurb.) Munro ex Macoun",44.711111,-104.243333,"Liliopsida","Poales","dimorphic",7.33393692388767,0.995486703925496,0.230458916882896,485.281404076553,14495.013791002,-0.000756990596689959,0.675,"Northern short grasslands",8,50811,84,"Temperate Grasslands, Savannas & Shrublands"
"6172","Danthonia unispicata (Thurb.) Munro ex Macoun",44.7100708,-104.2424919,"Liliopsida","Poales","dimorphic",7.33393692388767,0.995486703925496,0.230458916882896,485.281404076553,14495.013791002,-0.000756990596689959,0.675,"Northern short grasslands",8,50811,84,"Temperate Grasslands, Savannas & Shrublands"
"6173","Danthonia unispicata (Thurb.) Munro ex Macoun",40.632778,-111.731389,"Liliopsida","Poales","dimorphic",7.83678816586006,0.560995044988687,0.154870853127652,785.309306074933,28114.063414918,0.000166007309974251,0.05,"Wasatch and Uinta montane forests",5,50530,71,"Temperate Conifer Forests"
"6174","Danthonia unispicata (Thurb.) Munro ex Macoun",44.94099,-120.20399,"Liliopsida","Poales","dimorphic",8.39033936291206,0.649723800666085,0.328197798028836,399.377253834794,6574.09949808411,0.00170164125941136,0.925,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"6175","Danthonia unispicata (Thurb.) Munro ex Macoun",44.54164,-120.57581,"Liliopsida","Poales","dimorphic",7.74284911737209,0.444525909148559,0.231213306911461,476.626132872047,9912.89754689227,0.000253600936084272,0.7,"Blue Mountains forests",5,50505,64,"Temperate Conifer Forests"
"6176","Danthonia unispicata (Thurb.) Munro ex Macoun",41.896111,-111.673056,"Liliopsida","Poales","dimorphic",3.00477815546641,0.545545048037237,0.155161143155699,1374.09289253049,80911.1584721173,-0.000453983093397495,0.025,"Wasatch and Uinta montane forests",5,50530,71,"Temperate Conifer Forests"
"6177","Danthonia unispicata (Thurb.) Munro ex Macoun",39.632222,-121.528333,"Liliopsida","Poales","dimorphic",16.5725154644106,0.604117581623472,0.619252546145843,1173.758961003,145141.759912333,-0.000521835488836848,0.05,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"6178","Danthonia unispicata (Thurb.) Munro ex Macoun",39.4875,-121.378611,"Liliopsida","Poales","dimorphic",15.6657885574713,0.627474298320372,0.61171532509529,1239.7018856886,155387.588729663,-0.000508918795832121,0.05,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"6179","Danthonia unispicata (Thurb.) Munro ex Macoun",41.7965,-115.7805,"Liliopsida","Poales","dimorphic",5.91297342719101,0.632096491123649,0.335838462896202,439.894446396246,6578.76061639201,0.0015606478858055,0.775,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6180","Danthonia unispicata (Thurb.) Munro ex Macoun",41.937126,-123.132001,"Liliopsida","Poales","dimorphic",9.83742474346626,0.431066451853123,0.400129042290653,1290.47693689858,148155.830658061,-0.000434917104852797,0.05,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"6181","Danthonia unispicata (Thurb.) Munro ex Macoun",41.941833,-123.136222,"Liliopsida","Poales","dimorphic",9.80217114890494,0.441351723342945,0.416810744810129,1206.59785275343,129915.428561386,-0.000439290912476629,0.05,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"6182","Danthonia unispicata (Thurb.) Munro ex Macoun",42.6124063,-116.5991042,"Liliopsida","Poales","dimorphic",6.64587590752578,1.1023651883096,0.560271163214295,433.641938744522,8717.79513753973,0.000698618460829086,0.825,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"6183","Danthonia unispicata (Thurb.) Munro ex Macoun",42.6126,-116.5984,"Liliopsida","Poales","dimorphic",6.64587590752578,1.1023651883096,0.560271163214295,433.641938744522,8717.79513753973,0.000698618460829086,0.825,"Snake-Columbia shrub steppe",13,51309,104,"Deserts & Xeric Shrublands"
"6184","Danthonia unispicata (Thurb.) Munro ex Macoun",41.7965,-115.7805,"Liliopsida","Poales","dimorphic",5.91297342719101,0.632096491123649,0.335838462896202,439.894446396246,6578.76061639201,0.0015606478858055,0.775,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6185","Danthonia unispicata (Thurb.) Munro ex Macoun",42.864716,-121.136692,"Liliopsida","Poales","dimorphic",6.37964416131741,0.425614621312583,0.175780389670162,457.566674209223,14032.0824403201,8.06119621446579e-05,0.75,"Eastern Cascades forests",5,50512,89,"Temperate Conifer Forests"
"6186","Danthonia unispicata (Thurb.) Munro ex Macoun",41.0869,-120.2356,"Liliopsida","Poales","dimorphic",6.27924903427682,0.911765165716451,0.335214645356108,539.718536376953,17401.475559004,-0.000588010947372185,0.35,"Eastern Cascades forests",5,50512,89,"Temperate Conifer Forests"
"6187","Danthonia unispicata (Thurb.) Munro ex Macoun",44.2762579,-106.9927661,"Liliopsida","Poales","dimorphic",2.60784889285157,0.745136912730395,0.344299320788973,543.731003179783,6777.69145079581,-0.000526046892178325,0.225,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"6188","Danthonia unispicata (Thurb.) Munro ex Macoun",45.6471,-113.6451,"Liliopsida","Poales","dimorphic",2.16959522700891,0.477253668631195,0.0782650869940107,435.626517691263,3320.23627464568,-0.000224732897326705,0.8,"South Central Rockies forests",5,50528,70,"Temperate Conifer Forests"
"6189","Danthonia unispicata (Thurb.) Munro ex Macoun",41.3058,-122.7281,"Liliopsida","Poales","dimorphic",9.00561014035853,0.521148935368281,0.564647389489137,1263.53700219131,206410.726509522,-0.000459212531140731,0.05,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"6190","Danthonia unispicata (Thurb.) Munro ex Macoun",41.13229,-122.49275,"Liliopsida","Poales","dimorphic",9.68147604639937,0.51803621823243,0.54903508296492,1673.32355927258,372843.994584477,-0.000504467050349387,0.05,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"6191","Danthonia unispicata (Thurb.) Munro ex Macoun",41.1525,-122.6696,"Liliopsida","Poales","dimorphic",11.437817480506,0.423859218856642,0.464056364644844,1357.37214697861,236743.239412305,-0.000491577080804816,0.05,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"6192","Danthonia unispicata (Thurb.) Munro ex Macoun",41.2832,-122.6983,"Liliopsida","Poales","dimorphic",9.00561014035853,0.521148935368281,0.564647389489137,1263.53700219131,206410.726509522,-0.000459212531140731,0.05,"Klamath-Siskiyou forests",5,50516,76,"Temperate Conifer Forests"
"6193","Danthonia unispicata (Thurb.) Munro ex Macoun",42.745556,-111.308889,"Liliopsida","Poales","dimorphic",3.87703674886285,0.639997110779245,0.17534152097141,797.904439786585,18539.554982163,0.000196864835451669,0.025,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6194","Danthonia unispicata (Thurb.) Munro ex Macoun",41.303889,-115.978056,"Liliopsida","Poales","dimorphic",5.70596853116663,0.565646983349172,0.291292837475315,408.401308385337,6837.68421325403,0.00158726537390321,0.875,"Great Basin shrub steppe",13,51305,113,"Deserts & Xeric Shrublands"
"6195","Desmazeria rigida (L.) Tutin",29.589,-97.934,"Liliopsida","Poales","dimorphic",20.4666594993777,0.304258985046264,0.0153497784080986,846.245439482898,76266.8574693667,-0.000616698425573981,0.1,"Texas blackland prairies",8,50814,84,"Temperate Grasslands, Savannas & Shrublands"
"6196","Desmazeria rigida (L.) Tutin",33.38639,-118.40807,"Liliopsida","Poales","dimorphic",16.6680543713453,0.40760113958002,0.325462769689779,316.588687245439,27532.7078882702,-0.000611991781863925,0.925,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"6197","Desmazeria rigida (L.) Tutin",37.49961,-122.26497,"Liliopsida","Poales","dimorphic",15.0630835556402,0.272953886634864,0.316269551179314,492.049557197385,36501.9873413288,-0.000193041925489031,0.55,"Northern California coastal forests",5,50519,71,"Temperate Conifer Forests"
"6198","Desmazeria rigida (L.) Tutin",37.3456,-122.14696,"Liliopsida","Poales","dimorphic",14.4701420388571,0.313032120117839,0.440499153707165,847.955270162443,107301.637132178,-0.000458320527730665,0.125,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"6200","Desmazeria rigida (L.) Tutin",36.654253,-121.794448,"Liliopsida","Poales","dimorphic",13.5719737308781,0.362419365278372,0.29597765141888,396.601236855111,19555.038123776,-0.000224731949367949,0.85,"California interior chaparral and woodlands",12,51202,105,"Mediterranean Forests, Woodlands & Scrub"
"6201","Desmazeria rigida (L.) Tutin",32.81953,-96.31883,"Liliopsida","Poales","dimorphic",18.3302253164896,0.392780097885385,0.356848524775809,1051.37848198123,50746.0671624989,-0.000488695510144884,0.025,"Texas blackland prairies",8,50814,84,"Temperate Grasslands, Savannas & Shrublands"
"6202","Desmazeria rigida (L.) Tutin",33.38381,-118.40562,"Liliopsida","Poales","dimorphic",16.6680543713453,0.40760113958002,0.325462769689779,316.588687245439,27532.7078882702,-0.000611991781863925,0.925,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"6204","Desmazeria rigida (L.) Tutin",33.25398,-117.39034,"Liliopsida","Poales","dimorphic",16.3501128917787,0.429773428836437,0.442292771799577,299.779613401832,15380.8901315272,-0.00063628753878384,0.925,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"6205","Desmazeria rigida (L.) Tutin",33.38532,-118.39547,"Liliopsida","Poales","dimorphic",16.9931909979844,0.403449387383791,0.358665940345859,310.122249882396,26912.5370480508,-0.000606700142295709,0.9,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"6206","Desmazeria rigida (L.) Tutin",36.48333,-121.766667,"Liliopsida","Poales","dimorphic",14.5245883988171,0.325298347113459,0.391411134955087,492.753234677198,35737.0276104909,-0.000398167177082224,0.6,"California montane chaparral and woodlands",12,51203,118,"Mediterranean Forests, Woodlands & Scrub"
"6208","Desmazeria rigida (L.) Tutin",33.4023,-118.4146,"Liliopsida","Poales","dimorphic",17.0899738683933,0.377610124203145,0.348982962689054,298.097146383146,24627.4258198817,-0.000610404880539287,0.925,"California coastal sage and chaparral",12,51201,110,"Mediterranean Forests, Woodlands & Scrub"
"6209","Desmazeria rigida (L.) Tutin",39.345,-121.490556,"Liliopsida","Poales","dimorphic",16.5524787205022,0.305169702143782,0.34154615465732,690.637405023342,57198.0029844833,-0.000474543042846286,0.25,"California Central Valley grasslands",8,50801,80,"Temperate Grasslands, Savannas & Shrublands"
"6210","Desmazeria rigida (L.) Tutin",39.343056,-121.487778,"Liliopsida","Poales","dimorphic",16.5524787205022,0.305169702143782,0.34154615465732,690.637405023342,57198.0029844833,-0.000474543042846286,0.25,"California Central Valley grasslands",8,50801,80,"Temperate Grasslands, Savannas & Shrublands"
"6211","Dichanthelium clandestinum (L.) Gould",34.184091,-81.726249,"Liliopsida","Poales","dimorphic",16.7646591140003,0.322346649633261,0.253650039391929,1175.89819187071,34213.6934653665,-0.000667523352726562,0.025,"Southeastern mixed forests",4,50413,70,"Temperate Broadleaf & Mixed Forests"
"6212","Dichanthelium clandestinum (L.) Gould",34.90171,-81.022951,"Liliopsida","Poales","dimorphic",16.2262055932022,0.360538170204686,0.314593106013428,1124.57847930164,36817.2055380846,-0.000547264428849183,0.025,"Southeastern mixed forests",4,50413,70,"Temperate Broadleaf & Mixed Forests"
"6213","Dichanthelium clandestinum (L.) Gould",33.8169,-80.5318,"Liliopsida","Poales","dimorphic",17.8057348670029,0.342394782612282,0.231532289305217,1239.00188613519,53818.6573410333,-0.000576079652487132,0.025,"Middle Atlantic coastal forests",5,50517,59,"Temperate Conifer Forests"
"6214","Dichanthelium clandestinum (L.) Gould",41.21428,-75.823321,"Liliopsida","Poales","dimorphic",8.57644420716821,0.580769044727574,0.400931103822782,1222.67878537062,51893.7527086415,-0.000703031135907728,0.025,"Appalachian-Blue Ridge forests",4,50403,61,"Temperate Broadleaf & Mixed Forests"
"6215","Dichanthelium clandestinum (L.) Gould",36.116883,-81.7833,"Liliopsida","Poales","dimorphic",9.47467115448743,0.452482033605273,0.359740659724655,1656.13993128334,129640.931733222,-0.000630665497598227,0.025,"Appalachian-Blue Ridge forests",4,50403,61,"Temperate Broadleaf & Mixed Forests"
"6216","Dichanthelium clandestinum (L.) Gould",38.93555,-77.281383,"Liliopsida","Poales","dimorphic",12.9625761218187,0.350249988894092,0.219185794646202,1122.54198325553,40985.5463111919,-0.000728970520739318,0.025,"Southeastern mixed forests",4,50413,70,"Temperate Broadleaf & Mixed Forests"
"6217","Panicum clandestinum L.",43.303171,-71.584491,"Liliopsida","Poales","dimorphic",8.00938816768367,0.507534462379954,0.192948077598818,1149.31274562929,35693.1962368139,-0.000320101526647094,0.025,"New England-Acadian forests",4,50410,58,"Temperate Broadleaf & Mixed Forests"
"6218","Dichanthelium clandestinum (L.) Gould",41.339,-79.1859,"Liliopsida","Poales","dimorphic",8.41536862675737,0.49934005588047,0.288328382317851,1200.99487900152,23963.7240421667,-0.000559747777683801,0.025,"Allegheny Highlands forests",4,50401,75,"Temperate Broadleaf & Mixed Forests"
"6219","Dichanthelium clandestinum (L.) Gould",41.675779,-80.487373,"Liliopsida","Poales","dimorphic",8.9985954354449,0.617427565538612,0.275231695075599,1129.50917760337,24952.5869272756,-0.000386549423643549,0.025,"Allegheny Highlands forests",4,50401,75,"Temperate Broadleaf & Mixed Forests"
